ID,start_date,incident_type,receiver_country,receiver_category,receiver_category_subcode,MITRE_impact,unweighted_cyber_intensity,target_multiplier,weighted_cyber_intensity,impact_indicator,impact_indicator_value,year,sector_cleaned,attack_type_cleaned,attacker_category_cleaned,is_eu,impact_indicator_tag,sector_tag,attack_type_tag,attacker_category_tag,cyber_intensity,total_attack_severity,impact_indicator_value_norm,unweighted_cyber_intensity_norm,weighted_cyber_intensity_norm,sector_tag_norm,attack_type_tag_norm,attacker_category_tag_norm,impact_indicator_tag_norm,total_attack_severity_norm,cyber_intensity_norm
3593,2024-06-01 00:00:00,Data theft; Hijacking with Misuse,Spain,Critical infrastructure,Energy,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,Critical infrastructure,Data theft,Energy,1,1,9,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3594,2024-06-27 00:00:00,Data theft; Disruption; Hijacking with Misuse; Ransomware,Croatia,Critical infrastructure,Health,Data Exfiltration,6,Moderate - high political importance,6.0,Low,7.0,2024,Critical infrastructure,Data theft,Health,1,1,9,1,0,36.0,7.0,0.3474503816274527,2.6339966068332634,2.5781494955566484,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.47850244430368793,3.785163300664362
3589,2024-06-26 00:00:00,Hijacking without Misuse,Germany,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),,Not available,1,Moderate - high political importance,1.0,Minor,5.0,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Hijacking without Misuse,,1,1,0,0,0,1.0,5.0,-0.4015794937125716,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.9246788779730947
3580,2024-06-24 00:00:00,Disruption; Hijacking with Misuse; Ransomware,France,State institutions / political system,Civil service / administration,Not available,4,Moderate - high political importance,4.0,Low,7.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3576,2023-06-01 00:00:00,Data theft; Hijacking with Misuse,Germany,Critical infrastructure,Finance,Not available,4,Moderate - high political importance,4.0,Low,7.0,2023,Critical infrastructure,Data theft,Finance,1,1,9,1,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3575,2021-05-01 00:00:00,Hijacking with Misuse,France; France; France; France,State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system,"Government / ministries - Government / ministries - Government / ministries - Other (e.g., embassies)",Not available,2,Moderate - high political importance,2.0,Minor,5.0,2021,State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system,Hijacking with Misuse,"Government / ministries - Government / ministries - Government / ministries - Other (e.g., embassies)",1,1,0,0,0,4.0,5.0,-0.4015794937125716,-0.3498908250199382,-0.34747485468174005,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.5209781198041697
3567,2024-06-18 00:00:00,Disruption; Hijacking with Misuse,Germany,Critical infrastructure,Health,Not available,4,Moderate - high political importance,4.0,Low,7.0,2024,Critical infrastructure,Disruption,Health,1,1,9,2,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,1.6614460249633878,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3568,2024-06-17 00:00:00,Data theft; Disruption; Hijacking with Misuse; Ransomware,Austria; Austria,Critical infrastructure - Critical infrastructure; Education,Digital Provider - Research; ,Data Exfiltration; Data Encrypted for Impact,5,Moderate - high political importance,5.0,Low,8.0,2024,Critical infrastructure - Critical infrastructure,Data theft,Digital Provider - Research,1,1,0,1,0,25.0,8.0,0.7219653192974649,1.888024748869963,1.8467434079970513,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.7209436827508898,2.304927187378304
3571,2024-06-01 00:00:00,Data theft; Hijacking with Misuse,France; Not available,Critical infrastructure - Unknown,Transportation - ,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,Critical infrastructure - Unknown,Data theft,Transportation -,1,1,0,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3566,2024-06-06 00:00:00,Data theft; Disruption; Hijacking with Misuse; Ransomware,Spain,Critical infrastructure; Critical infrastructure; Critical infrastructure,Energy; Telecommunications; Defence industry,Data Exfiltration; Data Encrypted for Impact,5,Moderate - high political importance,5.0,Low,8.0,2024,Critical infrastructure,Data theft,Energy,1,1,9,1,0,25.0,8.0,0.7219653192974649,1.888024748869963,1.8467434079970513,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.7209436827508898,2.304927187378304
3563,2024-06-15 00:00:00,Disruption,France; France; France; France; France; France; France; France; France; France; France; France; France; France; France,State institutions / political system - State institutions / political system - Social groups - State institutions / political system - State institutions / political system - State institutions / political system - Media - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system,Government / ministries - Civil service / administration - Advocacy / activists (e.g. human rights organizations) - Government / ministries - Government / ministries - Civil service / administration -  - Government / ministries - Civil service / administration - Government / ministries - Government / ministries - Government / ministries - Civil service / administration - Police - Government / ministries,Network Denial of Service,1,Moderate - high political importance,1.0,Low,6.0,2024,State institutions / political system - State institutions / political system - Social groups - State institutions / political system - State institutions / political system - State institutions / political system - Media - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system,Disruption,Government / ministries - Civil service / administration - Advocacy / activists (e.g. human rights organizations) - Government / ministries - Government / ministries - Civil service / administration -  - Government / ministries - Civil service / administration - Government / ministries - Government / ministries - Government / ministries - Civil service / administration - Police - Government / ministries,1,1,0,2,0,1.0,6.0,-0.027064556042559473,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.23606120585648607,-0.9246788779730947
3558,2024-05-20 00:00:00,Data theft; Hijacking with Misuse; Ransomware,France,Critical infrastructure,Finance,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,Critical infrastructure,Data theft,Finance,1,1,9,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3556,2024-06-14 00:00:00,Hijacking without Misuse,Spain,State institutions / political system,Civil service / administration,Not available,1,Moderate - high political importance,1.0,Minor,5.0,2024,State institutions / political system,Hijacking without Misuse,Civil service / administration,1,1,0,0,0,1.0,5.0,-0.4015794937125716,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.9246788779730947
3554,2024-06-11 00:00:00,Disruption,Belgium,State institutions / political system,Civil service / administration,Network Denial of Service,1,Moderate - high political importance,1.0,Low,6.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,1.0,6.0,-0.027064556042559473,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.23606120585648607,-0.9246788779730947
3547,2024-09-05 00:00:00,Data theft; Hijacking with Misuse,Germany,State institutions / political system,Political parties,Data Exfiltration,4,Moderate - high political importance,4.0,Low,7.0,2024,State institutions / political system,Data theft,Political parties,1,1,0,1,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3532,2024-06-06 00:00:00,Disruption; Hijacking with Misuse; Ransomware,Italy,Critical infrastructure,Health,Data Encrypted for Impact,4,Moderate - high political importance,4.0,Low,7.0,2024,Critical infrastructure,Disruption,Health,1,1,9,2,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,1.6614460249633878,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3531,2024-06-06 00:00:00,Disruption,Netherlands; EU (institutions); Netherlands; Netherlands,State institutions / political system - International / supranational organization - State institutions / political system - State institutions / political system,Political parties -  - Political parties - Political parties,Network Denial of Service,1,Moderate - high political importance,1.0,Low,6.0,2024,State institutions / political system - International / supranational organization - State institutions / political system - State institutions / political system,Disruption,Political parties -  - Political parties - Political parties,1,1,0,2,0,1.0,6.0,-0.027064556042559473,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.23606120585648607,-0.9246788779730947
3524,2024-03-01 00:00:00,Hijacking with Misuse,Belgium,State institutions / political system; Education,Civil service / administration; ,Defacement,2,Moderate - high political importance,2.0,Minor,5.0,2024,State institutions / political system,Hijacking with Misuse,Civil service / administration,1,1,0,0,0,4.0,5.0,-0.4015794937125716,-0.3498908250199382,-0.34747485468174005,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.5209781198041697
3520,2024-05-31 00:00:00,Hijacking with Misuse,Poland,State institutions / political system; Media,Civil service / administration; ,Defacement,2,Moderate - high political importance,2.0,Minor,5.0,2024,State institutions / political system,Hijacking with Misuse,Civil service / administration,1,1,0,0,0,4.0,5.0,-0.4015794937125716,-0.3498908250199382,-0.34747485468174005,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.5209781198041697
3511,2024-05-05 00:00:00,Data theft; Hijacking with Misuse,Spain,Critical infrastructure,Energy,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,Critical infrastructure,Data theft,Energy,1,1,9,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3501,2024-05-26 00:00:00,Disruption; Hijacking with Misuse; Ransomware,France,State institutions / political system,Civil service / administration,Data Encrypted for Impact,4,Moderate - high political importance,4.0,Low,7.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3498,2024-05-05 00:00:00,Data theft; Disruption; Hijacking with Misuse; Ransomware,Netherlands; Netherlands; Netherlands,State institutions / political system - Critical infrastructure - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Civil service / administration - Finance - ,Data Exfiltration; Data Encrypted for Impact,5,Moderate - high political importance,5.0,Low,9.0,2024,State institutions / political system - Critical infrastructure - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Data theft,Civil service / administration - Finance -,1,1,0,1,0,25.0,9.0,1.096480256967477,1.888024748869963,1.8467434079970513,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.9633849211980917,2.304927187378304
3496,2024-05-23 00:00:00,Disruption,Germany; Germany; Germany,State institutions / political system - State institutions / political system - State institutions / political system,Government / ministries - Police - Civil service / administration,Network Denial of Service,1,Moderate - high political importance,1.0,Low,6.0,2024,State institutions / political system - State institutions / political system - State institutions / political system,Disruption,Government / ministries - Police - Civil service / administration,1,1,0,2,0,1.0,6.0,-0.027064556042559473,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.23606120585648607,-0.9246788779730947
3492,2024-05-22 00:00:00,Disruption,Denmark,State institutions / political system; Critical infrastructure,Civil service / administration; Digital Provider,Network Denial of Service,1,Moderate - high political importance,1.0,Low,6.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,1.0,6.0,-0.027064556042559473,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.23606120585648607,-0.9246788779730947
3494,2024-05-01 00:00:00,Data theft & Doxing; Hijacking with Misuse,Not available; Belgium,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; State institutions / political system, - Civil service / administration; Civil service / administration,Data Exfiltration,3,Moderate - high political importance,3.0,Low,7.0,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system,Data theft & Doxing,- Civil service / administration,1,1,0,0,0,9.0,7.0,0.3474503816274527,0.3960810329433623,0.3839312328778571,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,0.47850244430368793,0.15185647714403833
3487,2024-05-07 00:00:00,Data theft; Disruption; Hijacking with Misuse; Ransomware,Italy,State institutions / political system; Critical infrastructure; Education,Civil service / administration; Research; ,Data Exfiltration; Data Encrypted for Impact,6,Moderate - high political importance,6.0,Low,9.0,2024,State institutions / political system,Data theft,Civil service / administration,1,1,0,1,0,36.0,9.0,1.096480256967477,2.6339966068332634,2.5781494955566484,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.9633849211980917,3.785163300664362
3475,2024-02-08 00:00:00,Data theft; Hijacking with Misuse; Ransomware,Germany,State institutions / political system; Critical infrastructure; Education,Civil service / administration; Research; ,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,State institutions / political system,Data theft,Civil service / administration,1,1,0,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3478,2024-05-11 00:00:00,Hijacking without Misuse,Germany,Critical infrastructure,Critical Manufacturing,Not available,1,Moderate - high political importance,1.0,Minor,5.0,2024,Critical infrastructure,Hijacking without Misuse,Critical Manufacturing,1,1,9,0,0,1.0,5.0,-0.4015794937125716,-1.0958626829832387,-1.0788809422413372,1.6614460249633878,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.9246788779730947
3468,2024-05-10 00:00:00,Hijacking with Misuse,France,State institutions / political system,Government / ministries,Not available,2,Moderate - high political importance,2.0,Minor,5.0,2024,State institutions / political system,Hijacking with Misuse,Government / ministries,1,1,0,0,0,4.0,5.0,-0.4015794937125716,-0.3498908250199382,-0.34747485468174005,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.5209781198041697
3464,2024-04-30 00:00:00,Data theft; Hijacking with Misuse; Data theft; Hijacking with Misuse,Finland,State institutions / political system,Civil service / administration,Data Exfiltration,3,Moderate - high political importance; Moderate - high political importance,3.0,Low,6.0,2024,State institutions / political system,Data theft,Civil service / administration,1,1,0,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3466,2024-04-16 00:00:00,Data theft; Hijacking with Misuse; Ransomware,Italy,Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Critical infrastructure; Critical infrastructure,Energy; ; Water; Waste Water Management,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,Critical infrastructure,Data theft,Energy,1,1,9,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3458,2024-05-09 00:00:00,Hijacking with Misuse,Not available; Latvia,Unknown - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), - ,Defacement,2,Moderate - high political importance,2.0,Minor,5.0,2024,Unknown - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Hijacking with Misuse,-,1,1,0,0,0,4.0,5.0,-0.4015794937125716,-0.3498908250199382,-0.34747485468174005,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.5209781198041697
3448,2024-04-13 00:00:00,Disruption; Hijacking with Misuse; Ransomware,France,State institutions / political system; Education,Civil service / administration; ,Data Encrypted for Impact,4,Moderate - high political importance,4.0,Low,7.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3446,2024-05-05 00:00:00,Data theft; Hijacking with Misuse,France; France,Critical infrastructure - Critical infrastructure,Energy - Energy,Data Exfiltration,3,Moderate - high political importance,3.0,Low,8.0,2024,Critical infrastructure - Critical infrastructure,Data theft,Energy - Energy,1,1,0,1,0,9.0,8.0,0.7219653192974649,0.3960810329433623,0.3839312328778571,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.7209436827508898,0.15185647714403833
3444,2024-01-18 00:00:00,Data theft; Hijacking with Misuse,Italy,Critical infrastructure,Health,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,Critical infrastructure,Data theft,Health,1,1,9,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3435,2024-04-25 00:00:00,Disruption; Hijacking with Misuse; Ransomware,France,State institutions / political system,Civil service / administration,Data Encrypted for Impact,4,Moderate - high political importance,4.0,Low,7.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3428,2024-03-24 00:00:00,Data theft; Hijacking with Misuse,Spain,State institutions / political system; Critical infrastructure; Education,Civil service / administration; Research; ,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,State institutions / political system,Data theft,Civil service / administration,1,1,0,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3430,2024-04-17 00:00:00,Data theft; Hijacking with Misuse,Germany; Germany; Germany; Germany; Germany; Germany; Germany; Germany; Germany; Germany; Germany; Germany,Social groups - Social groups - Critical infrastructure - Social groups - Critical infrastructure - Social groups - Critical infrastructure - Critical infrastructure - Critical infrastructure - Critical infrastructure - Critical infrastructure - Social groups,Religious - Religious - Health - Religious - Health - Religious - Health - Health - Health - Health - Health - Religious,Data Exfiltration,4,Moderate - high political importance,4.0,Low,8.0,2024,Social groups - Social groups - Critical infrastructure - Social groups - Critical infrastructure - Social groups - Critical infrastructure - Critical infrastructure - Critical infrastructure - Critical infrastructure - Critical infrastructure - Social groups,Data theft,Religious - Religious - Health - Religious - Health - Religious - Health - Health - Health - Health - Health - Religious,1,1,0,1,0,16.0,8.0,0.7219653192974649,1.1420528909066627,1.1153373204374541,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.7209436827508898,1.0938249128715296
3423,2021-01-01 00:00:00,Hijacking without Misuse,Belgium; Belgium,State institutions / political system - State institutions / political system,Legislative - Legislative,Not available,1,Moderate - high political importance,1.0,Minor,5.0,2021,State institutions / political system - State institutions / political system,Hijacking without Misuse,Legislative - Legislative,1,1,0,0,0,1.0,5.0,-0.4015794937125716,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.9246788779730947
3419,2024-04-24 00:00:00,Disruption; Hijacking with Misuse; Ransomware,Spain,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),,Data Encrypted for Impact,4,Moderate - high political importance,4.0,Low,7.0,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Disruption,,1,1,0,2,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3417,2024-04-01 00:00:00,Hijacking with Misuse,Austria,State institutions / political system,Political parties,Not available,2,Moderate - high political importance,2.0,Minor,5.0,2024,State institutions / political system,Hijacking with Misuse,Political parties,1,1,0,0,0,4.0,5.0,-0.4015794937125716,-0.3498908250199382,-0.34747485468174005,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.5209781198041697
3412,2023-10-01 00:00:00,Hijacking without Misuse,Algeria; Egypt; Israel; India; Italy; Turkey,State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Critical infrastructure; Critical infrastructure; Critical infrastructure - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Critical infrastructure; Critical infrastructure; Critical infrastructure - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Critical infrastructure; Critical infrastructure; Critical infrastructure - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Critical infrastructure; Critical infrastructure; Critical infrastructure - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Critical infrastructure; Critical infrastructure; Critical infrastructure - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Critical infrastructure; Critical infrastructure; Critical infrastructure,Civil service / administration; Transportation; ; Health; Telecommunications; Digital Provider - Civil service / administration; Transportation; ; Health; Telecommunications; Digital Provider - Civil service / administration; Transportation; ; Health; Telecommunications; Digital Provider - Civil service / administration; Transportation; ; Health; Telecommunications; Digital Provider - Civil service / administration; Transportation; ; Health; Telecommunications; Digital Provider - Civil service / administration; Transportation; ; Health; Telecommunications; Digital Provider,Not available,1,Moderate - high political importance,1.0,Minor,5.0,2023,State institutions / political system,Hijacking without Misuse,Civil service / administration,1,1,0,0,0,1.0,5.0,-0.4015794937125716,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.9246788779730947
3406,2024-04-22 00:00:00,Disruption; Hijacking with Misuse,France,State institutions / political system,Civil service / administration,Data Encrypted for Impact,4,Moderate - high political importance,4.0,Low,7.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3395,2024-04-18 00:00:00,Disruption; Hijacking with Misuse,France,State institutions / political system,Civil service / administration,Not available,4,Moderate - high political importance,4.0,Low,7.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3388,2010-01-01 00:00:00,Data theft; Hijacking with Misuse,Germany; United Kingdom; Germany,Critical infrastructure - Critical infrastructure - Critical infrastructure,Critical Manufacturing - Critical Manufacturing - Critical Manufacturing,Data Exfiltration,4,Moderate - high political importance,4.0,Low,7.0,2010,Critical infrastructure - Critical infrastructure - Critical infrastructure,Data theft,Critical Manufacturing - Critical Manufacturing - Critical Manufacturing,1,1,0,1,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3386,2023-09-28 00:00:00,Disruption,Germany,State institutions / political system,Police,Network Denial of Service,1,Not available,0.0,Low,6.0,2023,State institutions / political system,Disruption,Police,1,1,0,2,0,0.0,6.0,-0.027064556042559473,-1.0958626829832387,-1.8102870298009344,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.23606120585648607,-1.0592457973627363
3373,2024-03-27 00:00:00,Data theft; Hijacking with Misuse; Ransomware,Denmark,International / supranational organization,,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,International / supranational organization,Data theft,,1,1,0,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3374,2024-03-01 00:00:00,Data theft; Hijacking with Misuse,Germany,State institutions / political system; Critical infrastructure; Education,Civil service / administration; Research; ,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,State institutions / political system,Data theft,Civil service / administration,1,1,0,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
